SuperUserName,CustID,"GROUP_CONCAT(CategorySports SEPARATOR ', ')"
NO,42957199,"Normal Member(Non-Sports)"
NO,42957210,"Normal Member(Soccer)"
NO,42957299,"Normal Member(Non-Sports, Parlay), High Risk Punter(Soccer, E-Sports)"
NO,42957307,"High Risk Punter(Non-Sports)"
NO,42957310,"High Risk Punter(Non-Sports)"
NO,42957313,"Normal Member(Non-Sports)"
NO,42957315,NULL
NO,42957316,NULL
NO,42957400,"Normal Member(Non-Sports)"
NO,42957402,NULL
NO,42957404,"Normal Member(Non-Sports)"
NO,42957734,"High Risk Punter(Non-Sports)"
NO,42957984,"Normal Member(Non-Sports)"
NO,42957988,"High Risk Punter(Non-Sports)"
NO,42957995,NULL
NO,42958000,NULL
NO,42958220,NULL
NO,42958241,"Smart Punter(Non-Sports)"
NO,42958784,"Normal Member(Non-Sports)"
NO,42958800,NULL
NO,42958812,"High Risk Punter(Non-Sports)"
NO,42958825,NULL
NO,42958836,"Normal Member(Non-Sports)"
NO,42958860,NULL
NO,42958869,"Normal Member(Non-Sports)"
NO,42958966,"Normal Member(Non-Sports)"
NO,42958981,"Normal Member(Non-Sports)"
NO,42958993,"Normal Member(Non-Sports)"
NO,42959003,"Normal Member(Non-Sports)"
NO,42959031,"Normal Member(Non-Sports)"
NO,42959047,NULL
NO,42960446,"Normal Member(Non-Sports)"
NO,42960455,NULL
NO,42960472,"Normal Member(Non-Sports)"
NO,42960473,"Normal Member(Non-Sports)"
NO,42960594,"Normal Member(Non-Sports)"
NO,42960817,"High Risk Punter(Non-Sports)"
NO,42961081,NULL
NO,42961317,NULL
NO,42961327,NULL
NO,42961362,"Normal Member(Non-Sports)"
NO,42961369,NULL
NO,42961709,NULL
NO,42961750,"High Risk Punter(Non-Sports)"
NO,42962225,"Normal Member(Non-Sports)"
NO,42963103,NULL
NO,42963709,NULL
NO,42963956,"Normal Member(Non-Sports)"
NO,42964302,NULL
NO,42964825,"Normal Member(Non-Sports)"
NO,42964989,"Normal Member(Non-Sports)"
NO,42966014,"Normal Member(Non-Sports)"
NO,42966529,"Normal Member(Non-Sports)"
NO,42967029,NULL
NO,42968889,"Normal Member(Soccer, Non-Sports)"
NO,42968900,"Normal Member(Non-Sports)"
NO,42968919,NULL
NO,42968927,"Normal Member(Non-Sports)"
NO,42970019,NULL
NO,42970031,"Normal Member(Non-Sports)"
NO,42970035,"Normal Member(Non-Sports)"
NO,42970346,"Normal Member(Non-Sports)"
NO,42970924,NULL
NO,42970930,NULL
NO,42970933,"Normal Member(Non-Sports)"
NO,42970937,NULL
NO,42970939,NULL
NO,42970944,NULL
NO,42970952,"Normal Member(Soccer, Basketball, Parlay)"
NO,42970954,"Normal Member(Non-Sports)"
NO,42971138,"High Risk Punter(Non-Sports)"
NO,42971189,NULL
NO,42971554,"High Risk Punter(Non-Sports)"
NO,42971556,"Normal Member(Non-Sports)"
NO,42971662,"Normal Member(Non-Sports)"
NO,42971667,"Normal Member(Non-Sports)"
NO,42971674,"Normal Member(Non-Sports)"
NO,42971680,"Normal Member(Non-Sports)"
NO,42971682,"Normal Member(Non-Sports)"
NO,42971876,NULL
NO,42971891,NULL
NO,42971898,"Normal Member(Non-Sports)"
NO,42971903,"Normal Member(Basketball, Parlay)"
NO,42972391,"High Risk Punter(Non-Sports)"
NO,42972407,"Normal Member(Non-Sports)"
NO,42972416,NULL
NO,42973884,"High Risk Punter(Non-Sports)"
NO,42973967,"Normal Member(Non-Sports)"
NO,42974013,"Normal Member(Soccer)"
NO,42974165,"High Risk Punter(Non-Sports)"
NO,42974169,"Smart Punter(Non-Sports)"
NO,42974884,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
NO,42975317,NULL
NO,42975327,NULL
NO,42975333,"Normal Member(Non-Sports)"
NO,42975340,NULL
NO,42975345,"High Risk Punter(Non-Sports)"
NO,42975362,NULL
NO,42975368,NULL
NO,42975373,NULL
NO,42975376,NULL
NO,42975384,NULL
NO,42975394,NULL
NO,42975398,NULL
NO,42975405,NULL
NO,42976441,"Normal Member(Non-Sports)"
NO,42976446,"Normal Member(Non-Sports)"
NO,42976966,NULL
NO,42977297,"Normal Member(Non-Sports)"
NO,42977608,"Normal Member(Non-Sports)"
NO,42977646,"High Risk Punter(Non-Sports)"
NO,42977793,"Normal Member(Non-Sports)"
NO,42978322,"Normal Member(Non-Sports)"
NO,42978547,NULL
NO,42979159,NULL
NO,42979409,"Normal Member(Non-Sports)"
NO,42979738,NULL
NO,42980479,"High Risk Punter(Non-Sports)"
NO,42980940,"Normal Member(Non-Sports)"
NO,42983918,"Normal Member(Non-Sports)"
NO,42983932,"Normal Member(Soccer)"
NO,42983982,"High Risk Punter(Non-Sports)"
NO,42983989,"Normal Member(Non-Sports)"
NO,42983996,"High Risk Punter(Non-Sports)"
NO,42984055,"High Risk Punter(Non-Sports)"
NO,42984106,NULL
NO,42984122,"High Risk Punter(Non-Sports)"
NO,42984125,"Normal Member(Soccer, Parlay)"
NO,42984139,NULL
NO,42984145,"Normal Member(Non-Sports)"
NO,42984233,"Normal Member(Non-Sports)"
NO,42984260,NULL
NO,42984263,"Normal Member(Soccer)"
NO,42984902,"High Risk Punter(Non-Sports)"
NO,42984929,"Normal Member(Non-Sports)"
NO,42984978,NULL
NO,42985002,"Normal Member(Basketball), High Risk Punter(Soccer)"
NO,42985245,"Normal Member(Non-Sports)"
NO,42985247,"Normal Member(Non-Sports)"
NO,42985249,"Normal Member(Non-Sports)"
NO,42985250,"Normal Member(Non-Sports)"
NO,42985253,"Normal Member(Non-Sports)"
NO,42985329,"Normal Member(Non-Sports)"
NO,42987746,NULL
NO,42987809,NULL
NO,42989240,"Normal Member(Non-Sports)"
NO,42989522,"Normal Member(Non-Sports)"
NO,42991730,"Normal Member(Soccer, Basketball, Non-Sports)"
NO,42992355,"Normal Member(Non-Sports)"
NO,42992432,"High Risk Punter(Non-Sports)"
NO,42992468,"Normal Member(Non-Sports)"
NO,42995256,"High Risk Punter(Non-Sports)"
NO,42995396,"High Risk Punter(Non-Sports)"
NO,42995402,"High Risk Punter(Non-Sports)"
NO,42995816,NULL
NO,42995830,"Normal Member(Non-Sports)"
NO,42995844,"Normal Member(Non-Sports)"
NO,42995869,NULL
NO,42997088,"Normal Member(Non-Sports)"
NO,42997092,"Normal Member(Non-Sports)"
NO,42997110,"Normal Member(Non-Sports)"
NO,42997116,NULL
NO,42997122,"Normal Member(Non-Sports)"
NO,42997172,"Normal Member(Non-Sports)"
NO,42997228,"Normal Member(Non-Sports)"
NO,42997429,"Normal Member(Non-Sports)"
NO,42997435,"Normal Member(Non-Sports)"
NO,42997438,NULL
NO,42997449,NULL
NO,42997457,"Normal Member(Non-Sports)"
NO,42997541,"Normal Member(Non-Sports)"
NO,42998169,"Normal Member(Non-Sports)"
NO,42998171,"Normal Member(Non-Sports)"
NO,42998173,"High Risk Punter(Soccer)"
NO,42998181,"Normal Member(Non-Sports)"
NO,42998434,"Normal Member(Non-Sports)"
NO,42998437,"Normal Member(Soccer)"
NO,42998442,"Normal Member(Non-Sports)"
NO,42998987,NULL
NO,42998998,NULL
NO,42999031,NULL
NO,42999043,NULL
NO,42999050,NULL
NO,42999056,NULL
NO,42999065,NULL
NO,42999201,NULL
NO,42999233,NULL
NO,42999262,"Normal Member(Non-Sports)"
NO,42999286,"Normal Member(Soccer)"
NO,42999299,NULL
NO,42999357,"Normal Member(Soccer)"
NO,42999374,NULL
NO,42999525,NULL
NO,42999682,"Normal Member(Non-Sports)"
NO,42999812,NULL
NO,42999823,NULL
NO,43000086,NULL
NO,43002406,"Normal Member(Non-Sports)"
NO,43002595,"Normal Member(Non-Sports)"
NO,43003703,NULL
NO,43003704,NULL
NO,43003710,"Normal Member(Non-Sports)"
NO,43003719,NULL
NO,43003751,"Normal Member(Non-Sports)"
NO,43004555,"High Risk Punter(Non-Sports)"
NO,43004654,"High Risk Punter(Non-Sports)"
NO,43006979,"Normal Member(Non-Sports)"
NO,43007708,"Normal Member(Non-Sports)"
NO,43010447,"High Risk Punter(Soccer)"
NO,43010714,"Normal Member(Soccer), High Risk Punter(Non-Sports)"
NO,43010719,"Normal Member(Non-Sports)"
NO,43010733,NULL
NO,43010809,NULL
NO,43010826,NULL
NO,43010828,"Normal Member(Non-Sports)"
NO,43010840,NULL
NO,43011033,"Smart Punter(Non-Sports)"
NO,43011082,NULL
NO,43011211,NULL
NO,43011215,NULL
NO,43011220,NULL
NO,43011228,NULL
NO,43011774,NULL
NO,43012188,"Normal Member(Non-Sports)"
NO,43012246,NULL
NO,43012313,NULL
NO,43012328,NULL
NO,43012431,NULL
NO,43012460,NULL
NO,43012474,NULL
NO,43012540,NULL
NO,43012559,"Normal Member(Soccer)"
NO,43012611,NULL
NO,43014493,"High Risk Punter(Non-Sports)"
NO,43015321,NULL
NO,43015926,"Normal Member(Non-Sports)"
NO,43016045,"Normal Member(Non-Sports)"
NO,43017547,"Smart Punter(Soccer)"
NO,43017564,"Normal Member(Non-Sports)"
NO,43017759,"Normal Member(Non-Sports)"
NO,43017847,"Normal Member(Non-Sports)"
NO,43017951,NULL
NO,43017956,NULL
NO,43017961,NULL
NO,43017977,NULL
NO,43017980,NULL
NO,43017985,NULL
NO,43017986,NULL
NO,43017988,NULL
NO,43017989,NULL
NO,43017994,NULL
NO,43017996,NULL
NO,43017999,NULL
NO,43018004,NULL
NO,43018125,"Normal Member(Non-Sports)"
NO,43018587,NULL
NO,43018596,"Normal Member(Non-Sports)"
NO,43018606,NULL
NO,43018613,"Smart Punter(Non-Sports)"
NO,43019016,"Normal Member(Non-Sports)"
NO,43019972,"Normal Member(Non-Sports)"
NO,43022018,"Normal Member(Soccer)"
NO,43022331,"Normal Member(Non-Sports)"
NO,43023235,NULL
NO,43023254,NULL
NO,43023264,NULL
NO,43023290,NULL
NO,43024409,NULL
NO,43024419,NULL
NO,43024425,NULL
NO,43024434,NULL
NO,43024846,NULL
NO,43024900,NULL
NO,43024904,NULL
NO,43024908,NULL
NO,43024921,"Normal Member(Non-Sports)"
NO,43024928,NULL
NO,43024934,NULL
NO,43025070,NULL
NO,43025075,NULL
NO,43025083,NULL
NO,43025189,NULL
NO,43025518,NULL
NO,43025528,NULL
NO,43025547,NULL
NO,43025687,NULL
NO,43025995,NULL
NO,43026001,"Normal Member(Soccer)"
NO,43028429,"High Risk Punter(Non-Sports)"
NO,43031845,NULL
NO,43032289,"Normal Member(Non-Sports)"
NO,43042645,"High Risk Punter(Non-Sports)"
NO,43042995,NULL
NO,43043323,NULL
NO,43043473,NULL
NO,43044380,"Normal Member(Non-Sports)"
NO,43045816,NULL
NO,43045886,"Normal Member(Non-Sports)"
NO,43046274,NULL
NO,43046374,"Normal Member(Non-Sports)"
NO,43046396,"Normal Member(Non-Sports)"
NO,43046399,"High Risk Punter(Non-Sports)"
NO,43046410,"Normal Member(Non-Sports)"
NO,43046423,NULL
NO,43046440,NULL
NO,43047432,"Normal Member(Non-Sports)"
NO,43047435,"High Risk Punter(Non-Sports)"
NO,43047436,"Normal Member(Non-Sports)"
NO,43047446,NULL
NO,43047447,NULL
NO,43047584,NULL
NO,43047594,NULL
NO,43047965,"Normal Member(Soccer)"
NO,43048111,"Normal Member(Non-Sports)"
NO,43051033,NULL
NO,43054155,NULL
NO,43054167,NULL
NO,43054171,NULL
NO,43054175,NULL
NO,43054180,NULL
NO,43054185,NULL
NO,43054190,NULL
NO,43054194,NULL
NO,43054198,NULL
NO,43054491,NULL
NO,43054702,NULL
NO,43054708,"Normal Member(Non-Sports)"
NO,43054710,NULL
NO,43054726,"Normal Member(Soccer)"
NO,43054734,"Normal Member(Soccer, Non-Sports)"
NO,43054870,"Normal Member(Non-Sports)"
NO,43055124,NULL
NO,43055295,NULL
NO,43055533,NULL
NO,43055537,NULL
NO,43055547,NULL
NO,43055551,NULL
NO,43055615,NULL
NO,43055619,NULL
NO,43055884,NULL
NO,43056293,"Normal Member(Non-Sports)"
NO,43056533,"Normal Member(Non-Sports)"
NO,43057332,"Normal Member(Non-Sports)"
NO,43057415,NULL
NO,43057421,"Normal Member(Non-Sports)"
NO,43057459,NULL
NO,43057464,NULL
NO,43057470,NULL
NO,43057476,"Normal Member(Soccer)"
NO,43057847,"Normal Member(Non-Sports)"
NO,43058183,"Normal Member(Non-Sports)"
NO,43058939,"High Risk Punter(Non-Sports)"
NO,43059349,NULL
NO,43059354,"Normal Member(Non-Sports)"
NO,43059363,"Normal Member(Non-Sports)"
NO,43059368,NULL
NO,43059398,"Normal Member(Non-Sports)"
NO,43059637,"Normal Member(Non-Sports)"
NO,43059655,NULL
NO,43059744,NULL
NO,43059782,"High Risk Punter(Non-Sports)"
NO,43060659,"Normal Member(Parlay)"
NO,43060899,NULL
NO,43061074,"Normal Member(Non-Sports)"
NO,43061088,"High Risk Punter(Non-Sports)"
NO,43061168,NULL
NO,43061198,NULL
NO,43061208,NULL
NO,43061217,NULL
NO,43061224,NULL
NO,43061227,NULL
NO,43061232,NULL
NO,43061241,"Normal Member(Non-Sports)"
NO,43061284,NULL
NO,43061329,"Normal Member(Non-Sports)"
NO,43061361,NULL
NO,43061381,NULL
NO,43061383,NULL
NO,43061395,NULL
NO,43061400,NULL
NO,43061506,NULL
NO,43061511,NULL
NO,43061517,NULL
NO,43061555,NULL
NO,43061557,NULL
NO,43061586,NULL
NO,43061589,NULL
NO,43061619,NULL
NO,43061662,NULL
NO,43061700,NULL
NO,43061701,NULL
NO,43061723,NULL
NO,43061756,NULL
NO,43061785,NULL
NO,43061788,NULL
NO,43061896,NULL
NO,43061900,NULL
NO,43061903,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
NO,43061916,"Normal Member(Non-Sports)"
NO,43061918,NULL
NO,43061923,NULL
NO,43061950,NULL
NO,43061960,"Normal Member(Non-Sports)"
NO,43061966,"Smart Punter(Soccer)"
NO,43062217,NULL
NO,43062222,NULL
NO,43062223,NULL
NO,43062228,NULL
NO,43062232,NULL
NO,43062440,NULL
NO,43062444,NULL
NO,43062449,NULL
NO,43062474,NULL
NO,43062480,NULL
NO,43062492,NULL
NO,43062521,NULL
NO,43062693,NULL
NO,43063011,"Normal Member(Non-Sports)"
NO,43063695,"Normal Member(Non-Sports)"
NO,43063941,NULL
NO,43064559,"High Risk Punter(Non-Sports)"
NO,43064640,NULL
NO,43064742,"Normal Member(Non-Sports)"
NO,43064775,"Normal Member(Non-Sports)"
NO,43064782,"Normal Member(Non-Sports)"
NO,43064934,"Normal Member(Non-Sports)"
NO,43064946,NULL
NO,43064994,"Normal Member(Non-Sports)"
NO,43065028,"Normal Member(Basketball, Non-Sports)"
NO,43065295,"Normal Member(Non-Sports)"
NO,43065880,"Normal Member(Non-Sports)"
NO,43065993,"Normal Member(Non-Sports)"
NO,43066571,"Normal Member(Non-Sports)"
NO,43068208,"Normal Member(Non-Sports)"
NO,43068380,"Normal Member(Non-Sports)"
NO,43068508,"High Risk Punter(Non-Sports)"
NO,43068520,NULL
NO,43068523,"High Risk Punter(Non-Sports)"
NO,43069008,"Normal Member(Non-Sports)"
NO,43069314,NULL
NO,43069323,NULL
NO,43069348,NULL
NO,43069352,NULL
NO,43069359,NULL
NO,43070126,"Normal Member(Non-Sports)"
NO,43070493,NULL
NO,43070519,"Normal Member(Non-Sports)"
NO,43070530,NULL
NO,43071440,"High Risk Punter(Non-Sports)"
NO,43072166,"Normal Member(Non-Sports)"
NO,43072186,NULL
NO,43072203,NULL
NO,43072253,NULL
NO,43072376,NULL
NO,43073848,NULL
NO,43073852,NULL
NO,43073859,NULL
NO,43073873,NULL
NO,43073878,NULL
NO,43073887,NULL
NO,43073888,NULL
NO,43073895,NULL
NO,43073899,NULL
NO,43073902,NULL
NO,43073906,NULL
NO,43073909,NULL
NO,43073912,NULL
NO,43073920,NULL
NO,43073927,"Normal Member(Non-Sports)"
NO,43074204,NULL
NO,43074219,"Normal Member(Non-Sports)"
NO,43074400,NULL
NO,43074402,NULL
NO,43074415,"Normal Member(Parlay)"
NO,43074737,NULL
NO,43074763,NULL
NO,43074820,NULL
NO,43074830,"Normal Member(Non-Sports, Parlay)"
NO,43074840,"Normal Member(Soccer)"
NO,43074844,"Normal Member(Soccer)"
NO,43074887,NULL
NO,43074891,"Normal Member(Non-Sports)"
NO,43074900,NULL
NO,43074906,NULL
NO,43075055,NULL
NO,43075078,"Normal Member(Soccer, Non-Sports)"
NO,43075116,"High Risk Punter(Non-Sports)"
NO,43075134,NULL
NO,43075150,NULL
NO,43075174,NULL
NO,43075180,"Normal Member(Non-Sports)"
NO,43075196,NULL
NO,43075435,NULL
NO,43075647,NULL
NO,43075880,NULL
NO,43075905,NULL
NO,43076098,NULL
NO,43076161,NULL
NO,43076175,NULL
NO,43076270,"Normal Member(Non-Sports)"
NO,43078253,NULL
NO,43078304,"Normal Member(Non-Sports)"
NO,43078311,NULL
NO,43078315,NULL
NO,43078319,NULL
NO,43078323,NULL
NO,43078325,"Normal Member(Soccer, Non-Sports)"
NO,43078338,"High Risk Punter(Non-Sports)"
NO,43079556,"Normal Member(Non-Sports)"
NO,43079943,"Normal Member(Non-Sports)"
NO,43080001,"Normal Member(Non-Sports)"
NO,43080427,NULL
NO,43080871,NULL
NO,43080874,NULL
NO,43080877,NULL
NO,43081029,NULL
NO,43081031,NULL
NO,43081036,NULL
NO,43081039,NULL
NO,43081783,"Normal Member(Non-Sports)"
NO,43082152,"Normal Member(Non-Sports)"
NO,43082490,NULL
NO,43083496,NULL
NO,43083653,"Normal Member(Non-Sports)"
NO,43084299,"High Risk Punter(Non-Sports)"
NO,43084393,NULL
NO,43084543,NULL
NO,43084759,NULL
NO,43087482,"Normal Member(Non-Sports)"
NO,43088046,NULL
NO,43088167,NULL
NO,43088186,NULL
NO,43088218,"Normal Member(Non-Sports)"
NO,43088403,NULL
NO,43088625,"Normal Member(Non-Sports)"
NO,43088815,NULL
NO,43088990,"High Risk Punter(Non-Sports)"
NO,43088993,NULL
NO,43089001,NULL
NO,43089033,"High Risk Punter(Non-Sports)"
NO,43089047,NULL
NO,43089050,NULL
NO,43089061,"Normal Member(Non-Sports)"
NO,43089094,NULL
NO,43089114,NULL
NO,43089148,NULL
NO,43089153,NULL
NO,43089165,NULL
NO,43089171,NULL
NO,43089175,"Normal Member(Soccer, Basketball, Non-Sports, Parlay), High Risk Punter(Other-Sports)"
NO,43089178,NULL
NO,43089187,NULL
NO,43089211,NULL
NO,43089236,NULL
NO,43089282,NULL
NO,43089291,NULL
NO,43089296,NULL
NO,43089298,NULL
NO,43089563,NULL
NO,43090764,NULL
NO,43091572,"High Risk Punter(Non-Sports)"
NO,43092318,"Normal Member(Non-Sports)"
NO,43092534,NULL
NO,43093213,"Normal Member(Non-Sports)"
NO,43093308,NULL
NO,43094195,NULL
NO,43094436,NULL
NO,43094455,"Normal Member(Non-Sports)"
NO,43094688,NULL
NO,43094700,"Normal Member(Non-Sports)"
NO,43095889,"Normal Member(Non-Sports)"
NO,43095979,"Normal Member(Non-Sports)"
NO,43096490,NULL
NO,43096492,NULL
NO,43096509,NULL
NO,43097095,"High Risk Punter(Non-Sports)"
NO,43097101,NULL
NO,43097115,NULL
NO,43097123,NULL
NO,43099392,NULL
NO,43099402,"High Risk Punter(Non-Sports)"
NO,43099408,NULL
NO,43099417,NULL
NO,43099419,NULL
NO,43099423,NULL
NO,43100840,NULL
NO,43100871,NULL
NO,43100978,NULL
NO,43100983,NULL
NO,43101072,"Normal Member(Non-Sports)"
NO,43101309,NULL
NO,43101458,NULL
NO,43101473,NULL
NO,43101715,NULL
NO,43102026,NULL
NO,43106112,"Normal Member(Non-Sports)"
NO,43106456,"Normal Member(Soccer, Parlay)"
NO,43107558,"Normal Member(Non-Sports)"
NO,43109773,"Normal Member(Non-Sports)"
NO,43110714,"Normal Member(Soccer, Non-Sports)"
NO,43112462,"Normal Member(Non-Sports)"
NO,43113730,NULL
NO,43117825,NULL
NO,43118195,"Normal Member(Non-Sports)"
NO,43118510,NULL
NO,43118656,"Smart Punter(Non-Sports)"
NO,43120040,"Normal Member(Non-Sports)"
NO,43122356,"Normal Member(Soccer)"
NO,43123178,NULL
NO,43123188,"Normal Member(Non-Sports)"
NO,43123192,NULL
NO,43123202,NULL
NO,43123509,NULL
NO,43123520,NULL
NO,43123534,"Normal Member(Non-Sports)"
NO,43123541,NULL
NO,43123573,NULL
NO,43123587,NULL
NO,43123659,NULL
NO,43123686,NULL
NO,43123922,NULL
NO,43123927,NULL
NO,43123983,"High Risk Punter(Non-Sports)"
NO,43123994,NULL
NO,43124027,NULL
NO,43124045,NULL
NO,43124052,NULL
NO,43124153,NULL
NO,43124182,"Normal Member(Non-Sports)"
NO,43124251,NULL
NO,43124262,NULL
NO,43124271,NULL
NO,43124350,NULL
NO,43124475,NULL
NO,43124490,NULL
NO,43124498,NULL
NO,43124500,NULL
NO,43124504,"Normal Member(Non-Sports)"
NO,43124512,NULL
NO,43125698,"Normal Member(Non-Sports)"
NO,43126888,NULL
NO,43127229,NULL
NO,43128027,NULL
NO,43128749,NULL
NO,43128877,NULL
NO,43131101,NULL
NO,43131480,NULL
NO,43131555,"Normal Member(Soccer)"
NO,43131652,NULL
NO,43133228,NULL
NO,43133229,"Normal Member(Basketball), High Risk Punter(Non-Sports)"
NO,43133240,NULL
NO,43133933,NULL
NO,43133979,NULL
NO,43133988,NULL
NO,43134784,"Normal Member(Soccer)"
NO,43134884,NULL
NO,43134891,NULL
NO,43134900,"Normal Member(Non-Sports)"
NO,43134914,NULL
NO,43135432,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
NO,43135595,NULL
NO,43136913,NULL
NO,43137229,NULL
NO,43138075,NULL
NO,43138084,NULL
NO,43138113,"Normal Member(Non-Sports)"
NO,43138457,NULL
NO,43138502,"Normal Member(Non-Sports)"
NO,43138628,NULL
NO,43138649,NULL
NO,43138671,NULL
NO,43139124,NULL
NO,43139140,NULL
NO,43139153,NULL
NO,43139161,"Normal Member(Non-Sports)"
NO,43139536,NULL
NO,43139577,NULL
NO,43139587,NULL
NO,43139792,NULL
NO,43139796,NULL
NO,43139826,NULL
NO,43139876,NULL
NO,43139946,NULL
NO,43139950,NULL
NO,43139971,NULL
NO,43139980,NULL
NO,43140487,NULL
NO,43140580,NULL
NO,43140586,NULL
NO,43140601,NULL
NO,43140604,NULL
NO,43140607,NULL
NO,43140677,NULL
NO,43140678,"High Risk Punter(Non-Sports)"
NO,43140680,NULL
NO,43140681,"Normal Member(Non-Sports)"
NO,43140684,NULL
NO,43140686,NULL
NO,43140687,NULL
NO,43140714,NULL
NO,43140773,NULL
NO,43140788,"Normal Member(Non-Sports)"
NO,43140927,NULL
NO,43140929,NULL
NO,43140977,"Normal Member(Non-Sports)"
NO,43140987,"Normal Member(Non-Sports)"
NO,43140994,NULL
NO,43141031,NULL
NO,43141034,"Normal Member(Soccer, Parlay)"
NO,43141044,NULL
NO,43141061,NULL
NO,43141127,Probation(Non-Sports)
NO,43141138,NULL
NO,43141140,NULL
NO,43141201,NULL
NO,43141316,NULL
NO,43141348,NULL
NO,43141367,NULL
NO,43141607,NULL
NO,43141632,NULL
NO,43141707,NULL
NO,43141723,NULL
NO,43141875,NULL
NO,43141880,NULL
NO,43141924,NULL
NO,43142036,"Normal Member(Soccer)"
NO,43142117,NULL
NO,43142160,NULL
NO,43142199,NULL
NO,43142246,NULL
NO,43142298,NULL
NO,43142305,NULL
NO,43142314,NULL
NO,43147218,NULL
NO,43147822,NULL
NO,43147853,NULL
NO,43148778,"Normal Member(Non-Sports)"
NO,43148844,"Normal Member(Non-Sports)"
NO,43149484,NULL
NO,43149934,NULL
NO,43151735,NULL
NO,43152204,NULL
NO,43152318,NULL
NO,43152512,NULL
NO,43153453,NULL
NO,43153478,NULL
NO,43153482,NULL
NO,43153592,NULL
NO,43153630,NULL
NO,43153700,NULL
NO,43154325,NULL
NO,43154360,NULL
NO,43154367,NULL
NO,43154373,NULL
NO,43154594,NULL
NO,43156155,NULL
NO,43156274,NULL
NO,43156287,NULL
NO,43157686,NULL
NO,43157756,NULL
NO,43157768,"Normal Member(Non-Sports)"
NO,43157789,NULL
NO,43157802,"High Risk Punter(Non-Sports)"
NO,43158281,NULL
NO,43158336,NULL
NO,43158972,"Normal Member(Soccer)"
NO,43158976,NULL
NO,43158981,"Normal Member(Basketball, Non-Sports)"
NO,43158983,"Normal Member(Non-Sports)"
NO,43158989,"Normal Member(Basketball)"
NO,43158994,"Normal Member(Soccer), High Risk Punter(Basketball)"
NO,43159467,NULL
NO,43159473,NULL
NO,43159551,"Normal Member(Soccer, Non-Sports)"
NO,43159719,NULL
NO,43159722,"Normal Member(Non-Sports)"
NO,43159771,NULL
NO,43159779,NULL
NO,43159789,NULL
NO,43159796,NULL
NO,43159881,NULL
NO,43160631,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
NO,43162189,NULL
NO,43162514,NULL
NO,43164141,NULL
NO,43166135,NULL
NO,43166563,NULL
NO,43166574,"Normal Member(Non-Sports)"
NO,43167624,Probation(Non-Sports)
NO,43167783,NULL
NO,43168756,NULL
NO,43168846,NULL
NO,43169545,NULL
NO,43169771,NULL
NO,43170933,NULL
NO,43171880,NULL
NO,43174328,NULL
NO,43174354,"Normal Member(Non-Sports)"
NO,43174361,NULL
NO,43174366,NULL
NO,43174622,"High Risk Punter(Non-Sports)"
NO,43174639,NULL
NO,43174729,NULL
NO,43175133,NULL
NO,43175150,NULL
NO,43175224,"Normal Member(Non-Sports)"
NO,43175232,NULL
NO,43176260,NULL
NO,43176286,NULL
NO,43177342,NULL
NO,43177348,NULL
NO,43177745,NULL
NO,43178198,"Normal Member(Non-Sports)"
NO,43178228,NULL
NO,43178235,NULL
NO,43179575,NULL
NO,43179693,NULL
NO,43180289,NULL
NO,43183129,NULL
NO,43183592,NULL
NO,43184130,NULL
NO,43184149,NULL
NO,43184201,NULL
NO,43184210,NULL
NO,43184220,NULL
NO,43184233,NULL
NO,43184236,NULL
NO,43184267,NULL
NO,43184525,NULL
NO,43184777,NULL
NO,43185570,NULL
NO,43185834,NULL
NO,43185846,NULL
NO,43189299,NULL
NO,43190427,NULL
NO,43190517,NULL
NO,43190535,NULL
NO,43190596,NULL
NO,43190602,NULL
NO,43190615,NULL
NO,43190622,NULL
NO,43190671,NULL
NO,43190916,NULL
NO,43190936,NULL
NO,43190943,NULL
NO,43190945,NULL
NO,43190947,NULL
NO,43190953,"Normal Member(Non-Sports)"
NO,43190984,NULL
NO,43191039,NULL
NO,43191046,NULL
NO,43191051,NULL
NO,43191386,NULL
NO,43191392,NULL
NO,43191394,NULL
NO,43191395,NULL
NO,43191521,NULL
NO,43191552,NULL
NO,43191594,NULL
NO,43192126,NULL
NO,43192359,"Normal Member(Non-Sports)"
NO,43196364,NULL
NO,43196448,NULL
NO,43196453,NULL
NO,43196455,NULL
NO,43196461,NULL
NO,43196904,"Normal Member(Non-Sports)"
NO,43196908,NULL
NO,43196912,"Normal Member(Non-Sports)"
NO,43196922,NULL
NO,43196928,NULL
NO,43198237,NULL
NO,43198241,"Normal Member(Non-Sports)"
NO,43198259,NULL
NO,43198703,NULL
NO,43199749,NULL
NO,43200021,NULL
NO,43200024,"Normal Member(Non-Sports)"
NO,43200033,NULL
NO,43200043,NULL
NO,43200421,NULL
NO,43200478,NULL
NO,43202239,NULL
NO,43203553,NULL
NO,43205942,NULL
NO,43205972,NULL
NO,43206480,NULL
NO,43206839,NULL
NO,43207096,"High Risk Punter(Non-Sports)"
NO,43207313,NULL
NO,43208986,"Normal Member(Soccer)"
NO,43209245,"Normal Member(Non-Sports)"
NO,43209248,NULL
NO,43209268,NULL
NO,43209332,NULL
NO,43211623,NULL
NO,43211822,NULL
